parcel_number,sale_date,sale_price,number_of_bedrooms,number_of_bathrooms,total_livable_area,year_built,zip_code,category_code,exterior_condition,interior_condition,census_tract,x_coord,y_coord,crime_count_500m
232501400,2024-11-12,43000,3,1,840,1920,19124,1,4,4,294,2713549.85136172,256532.28082263,68
383115600,2024-11-01,375000,3,1,1282,1940,19129,1,4,4,207,2684422.10482731,256914.6153598,52
73120100,2024-11-08,129000,3,2,980,1945,19134,1,4,3,192,2704117.02934815,254383.84647122,105
888030422,2024-10-17,360000,2,2,1200,1900,19106,1,4,3,366,2699979.71117923,237801.90653805,121
351078900,2024-11-08,148000,3,1,1362,1925,19124,1,4,4,390,2711347.76816748,264130.76464139,68
571241000,2024-11-22,340000,2,2,1107,1959,19152,1,4,4,347,2728431.07422389,278707.9575998,25
612080200,2024-11-22,185000,3,2,1060,1925,19120,1,3,2,274,2703334.12966722,268353.1594118,73
888152364,2024-10-28,385000,2,2,1262,1900,19130,1,4,3,134,2690012.29902747,240945.98227088,415
632086000,2024-11-21,568000,3,2,2004,1965,19115,1,3,3,344,2722626.31844498,285913.2758663,4
391273400,2024-11-22,370000,4,2,1920,1920,19148,1,3,3,42,2697682.37358232,224756.83748388,58
171359200,2024-11-01,170000,3,1,1410,1925,19138,1,4,2,277,2695080.61828715,272927.8549868,69
313084311,2024-11-21,1340000,5,4,3138,2020,19125,1,1,1,161,2702597.09866098,247373.1423168,58
211376200,2024-11-20,199900,2,1,1156,1925,19127,1,4,4,214,2675397.27576415,263905.48097122,39
888051661,2024-11-13,330000,1,1,803,1963,19106,1,4,4,10,2698848.08483356,233823.65858905,40
411116300,2024-10-30,210000,4,1,1539,1920,19135,1,4,3,381,2723158.54769547,258877.95264046,20
612522500,2024-11-21,195000,3,1,1330,1950,19120,1,4,4,273,2706033.9930339,266884.2489638,19
42001600,2024-11-19,243000,3,2,1376,1925,19139,1,4,2,94,2673722.45988806,238833.77422497,319
601047100,2024-11-12,500000,5,3,2408,1925,19139,1,4,2,86,2677641.45795557,237187.63676922,101
211162000,2024-11-15,379000,3,1,1200,1900,19128,1,4,3,214,2676327.92777424,263751.15188354,26
291052000,2024-11-07,240000,3,1,1256,1925,19121,1,4,4,138,2688953.17024022,244574.91497363,104
351053500,2024-11-15,240000,3,1,1128,1935,19124,1,3,3,291,2708313.56557448,265105.18788938,87
501117100,2024-11-15,205000,3,1,1228,1950,19150,1,4,4,263,2692589.19872931,279676.25159496,51
405882557,2024-11-14,275000,3,2,1296,1960,19153,1,4,4,55,2669763.10363357,218324.93827422,13
353051300,2024-11-14,265000,3,1,1120,1925,19111,1,4,4,306,2711425.69714548,272652.36045904,86
392104200,2024-11-08,255000,3,1,980,1920,19148,1,4,2,42,2696348.05079165,224957.64055997,99
433394200,2024-11-15,140000,3,1,1110,1925,19140,1,4,4,197,2699293.31032106,260153.83558738,97
662368600,2024-11-18,339900,3,2,1449,1973,19154,1,4,4,362,2740341.16982622,285170.21140754,14
131173500,2024-11-19,179900,4,1,1586,1940,19140,1,4,4,201,2695644.81204064,257849.44780771,139
888050145,2024-10-16,467660,1,2,1331,1985,19147,1,4,4,10,2698434.25528064,232364.84687413,107
132300700,2024-11-15,33000,3,1,900,1930,19140,1,4,2,204,2695643.95803973,260283.13683796,130
394632300,2024-11-15,407000,3,2,1317,1925,19148,1,4,4,29,2692702.14207298,227763.96007855,84
365353800,2024-11-15,281000,2,2,1068,1925,19146,1,3,3,30,2691833.82327156,229053.50671205,78
611256900,2024-11-18,195000,3,1,1080,1940,19120,1,4,4,274,2704241.7249649,269857.96217647,81
21409000,2024-11-15,360000,2,1,869,1920,19147,1,4,2,25,2697676.94806823,228903.07000504,43
361165100,2024-11-06,650000,3,2,2062,2011,19146,1,3,3,21,2690468.27318114,230263.04005413,70
582017444,2024-11-07,415000,3,2,1440,1991,19116,1,4,3,359,2731659.30333173,292280.84712063,3
221028300,2024-11-14,415000,4,2,1706,1925,19119,1,4,4,389,2690314.27906656,274596.62592746,17
181071900,2024-09-30,550000,4,3,1998,2009,19125,1,4,3,143,2702476.19470331,242571.9767223,58
314227800,2024-11-22,192000,2,1,672,1920,19125,1,3,4,161,2704092.39619531,249308.14139955,124
888083170,2024-10-15,265000,1,1,536,1952,19103,1,4,4,8,2691288.13079339,234617.55562329,128
611232600,2024-11-25,190000,3,1,1020,1953,19120,1,4,2,274,2703952.01753907,269711.2649633,105
621121700,2024-11-20,270000,3,2,1100,1950,19149,1,4,4,318,2716603.34295815,265462.52313271,59
612091800,2024-11-25,100000,3,1,1130,1953,19120,1,4,4,273,2704107.76099397,268352.39891464,92
583103900,2024-11-22,405000,4,2,1283,1960,19116,1,4,3,365,2732652.93585889,302689.60353404,4
234038600,2024-11-25,50000,3,1,1116,1935,19124,1,4,4,293,2713312.25013089,259182.37755655,59
291318500,2024-11-18,34500,3,1,970,1925,19121,1,4,4,138,2689857.38660765,244276.56944172,103
621035000,2024-11-19,245000,3,2,1432,1940,19124,1,3,2,302,2715095.32202406,264413.7519363,91
22215500,2024-11-25,775000,4,2,1680,1915,19147,1,4,2,18,2694080.8633969,231792.25976472,54
631309100,2024-11-22,339900,3,3,1512,1953,19111,1,4,3,341,2716204.5652124,281255.28616655,16
101123700,2024-11-25,209900,3,2,1344,1925,19126,1,4,4,266,2696881.55694248,277817.04698005,111
62304700,2024-11-21,71000,3,1,1044,1925,19104,1,4,4,107,2680554.79825749,241502.95819105,101
612110100,2024-11-21,45000,3,1,1050,1940,19120,1,4,4,274,2703065.18433897,268698.33785529,76
261214000,2024-11-20,279900,3,1,1026,1920,19145,1,4,3,39,2691041.98266365,223534.78677838,55
888101408,2024-11-04,792250,3,2,2134,1980,19103,1,4,4,3,2689752.08334056,238147.85302463,69
561330500,2024-10-21,345000,3,2,1476,1950,19152,1,4,4,334,2722219.09911506,272727.05256689,187
212502464,2024-11-12,635000,4,3,2088,1999,19128,1,4,3,220,2669257.39893632,277799.84261814,1
652289900,2024-11-19,150000,3,1,1152,1960,19136,1,4,4,349,2735519.7762538,271483.05833572,46
393132200,2024-11-20,175000,2,1,900,1925,19148,1,4,4,41,2695382.75547814,223282.77087821,124
211078800,2024-11-14,377000,3,2,1386,1900,19128,1,4,3,210,2678108.59448847,262476.06289829,48
442047500,2024-11-15,115000,3,1,1188,1925,19131,1,4,2,104,2677959.94813223,241601.28673455,89
53109600,2024-11-19,416000,2,1,794,1920,19147,1,4,4,11,2695855.72828548,232673.60905188,128
213331700,2024-11-13,360000,3,2,1216,1955,19128,1,4,4,217,2676451.40357715,267622.22025688,5
453207200,2024-11-15,265000,3,1,1360,1925,19137,1,4,4,184,2719428.81040432,255476.41777688,21
622258200,2024-10-04,25000,4,1,1548,1925,19124,1,4,4,300,2717379.27841415,261236.21268772,105
394042400,2024-11-11,337400,2,1,840,1940,19148,1,4,3,40,2693429.27382082,225568.25154346,72
582526410,2024-10-31,370000,3,1,1391,1960,19116,1,4,4,357,2729663.65148315,292982.99761921,5
57153900,2024-10-29,398000,2,2,2000,1920,19123,1,4,4,142,2698211.1287584,242568.29070605,103
91149100,2024-11-07,389500,3,1,1504,1927,19119,1,4,4,256,2683601.72720298,276889.15743163,17
405855900,2024-11-07,300000,3,1,1440,1965,19153,1,4,3,55,2671425.91526856,218358.88013546,91
151372046,2024-11-15,675000,3,2,1714,2021,19130,1,1,1,135,2692809.34527065,242349.76292787,133
582329741,2024-11-15,415000,4,3,1150,1978,19116,1,4,4,359,2732946.97267239,297711.00095847,27
33182100,2024-11-15,159000,3,1,1260,1920,19143,1,4,4,82,2672247.03468931,234385.90582412,73
81051700,2024-11-12,403000,2,1,675,1800,19103,1,4,4,12,2689318.60290831,234232.53047472,37
32010200,2024-11-21,224900,3,2,1418,1925,19139,1,2,2,83,2670124.02646814,237122.61655805,96
42138200,2024-11-22,130000,3,1,1168,1920,19139,1,4,4,94,2673443.18551223,239990.17020613,138
604158900,2024-11-25,270300,4,2,1410,1925,19139,1,4,2,84,2672659.43872015,237957.48463896,76
612444700,2024-11-20,180000,3,1,1180,1935,19120,1,4,4,273,2704172.06893623,268739.46014838,96
453193000,2024-11-22,290000,2,1,1395,1920,19137,1,3,3,183,2717738.90367915,254471.46867129,23
133131000,2024-10-29,250000,3,1,1010,1930,19144,1,4,4,243,2692117.83090565,260916.49088621,71
111296300,2024-08-27,80000,3,1,1200,1943,19132,1,4,4,173,2692225.91533515,252629.6416463,211
372141200,2024-11-15,91000,4,2,1806,1920,19133,1,4,4,175,2698271.53447747,252505.92306171,136
162032000,2024-11-18,60000,3,1,924,1915,19132,1,4,4,167,2693289.45323431,249315.6069358,171
421186400,2024-11-15,190000,3,1,1320,1940,19120,1,4,4,290,2704361.6932289,264609.43297538,109
363031300,2024-11-18,125000,3,1,1120,1923,19146,1,4,4,31,2689442.35725398,229182.2003523,113
452211200,2024-11-04,85000,3,1,1030,1920,19124,1,3,3,382,2712322.83216223,254957.06481296,59
452112800,2024-11-20,100000,3,1,1440,1920,19134,1,4,4,188,2709772.76180306,253091.48291421,149
888650197,2024-11-19,255000,2,2,1564,1972,19114,1,4,4,351,2742644.25117806,272024.79117613,0
421618400,2024-11-15,215000,3,1,1242,1930,19124,1,4,4,289,2707876.97852114,260654.79029413,82
251095200,2024-11-15,250000,3,1,1292,1925,19134,1,4,4,180,2708311.24274448,248418.11988564,70
252314300,2024-10-22,166000,3,1,1048,1925,19134,1,4,4,179,2706729.09203739,248314.35532938,82
888073200,2024-11-11,160000,1,1,639,1950,19130,1,4,4,136,2688582.06894831,241966.44348454,91
211278500,2024-11-13,330000,3,2,1376,1920,19128,1,4,4,210,2678284.62596056,261595.54070921,33
661107100,2024-11-15,315000,2,1,960,1968,19114,1,4,4,353,2740095.06992473,282540.6093833,18
562098400,2024-11-08,285000,3,2,1025,1960,19152,1,4,4,337,2724430.16391864,277296.95582864,22
662450100,2024-10-31,320000,3,1,1260,1964,19154,1,4,4,362,2745293.60709982,284055.4606843,30
452328800,2024-10-29,57900,3,1,1176,1910,19134,1,4,4,188,2710065.26974823,253431.44778547,140
402081700,2024-11-13,50000,3,1,960,1920,19142,1,4,4,67,2676913.09195822,225386.83720814,169
261281000,2024-11-08,410000,3,1,1200,1920,19145,1,2,2,39,2690742.27722631,222500.30197072,111
291247200,2024-11-13,166000,3,1,1208,1925,19121,1,4,4,149,2690347.11397465,246132.70713364,180
291219810,2024-11-07,549900,3,3,2438,2019,19121,1,1,1,138,2689602.55772097,245880.64366138,109
422245200,2024-11-18,185000,3,2,1446,1930,19120,1,4,4,286,2702795.99262014,265115.01300097,77
234015700,2024-11-13,150000,3,2,1664,1940,19124,1,4,3,301,2712327.45780915,261926.73263213,38
621417300,2024-10-29,250000,3,1,1088,1945,19124,1,4,4,302,2715764.92370322,263492.85646838,89
462076100,2024-11-22,619000,4,2,2289,1925,19143,1,4,2,79,2677253.76975456,234363.42194521,141
572008528,2024-11-18,358000,3,2,1097,1959,19136,1,4,4,347,2731007.68718089,273847.84100771,13
71409000,2024-11-26,78000,2,1,974,1920,19134,1,4,4,177,2703747.80239631,252165.74854521,106
888036170,2024-10-08,1100000,3,3,2970,1900,19103,1,3,4,4,2689558.13392532,236364.99832264,50
541262800,2024-11-22,160500,3,1,1120,1950,19149,1,4,4,313,2718956.4908109,268656.67586513,52
51056020,2024-11-15,1500000,3,3,2520,1970,19106,1,3,2,10,2698398.40856756,233904.17089522,27
888154064,2024-07-18,367500,2,1,838,2009,19130,1,3,3,133,2693014.54138257,241587.06071313,96
292232400,2024-11-21,285000,3,1,1280,1925,19121,1,4,4,137,2687708.31380606,244564.75193621,123
551232700,2024-11-19,229800,3,1,1456,1950,19149,1,4,4,315,2724055.57772556,266503.43049972,40
341238700,2024-10-15,200000,3,1,922,1925,19139,1,4,2,96,2670494.94862656,239665.87853189,117
888520584,2024-11-05,145000,1,1,940,1970,19131,1,4,4,122,2682211.04166414,254532.91867962,30
572000005,2024-10-18,607500,4,3,3168,2024,19114,1,1,1,348,2738045.21805331,277781.8255938,13
383030900,2024-10-22,251040,3,1,1184,1945,19129,1,4,4,207,2685693.19250824,259087.95222047,14
652158200,2024-11-19,455000,5,2,1740,1954,19114,1,4,4,352,2738272.48859614,275551.77296729,16
21260500,2024-11-15,230000,3,1,1044,1910,19147,1,4,4,25,2696989.83428498,229240.10082705,34
661236500,2024-11-18,330000,3,1,1260,1964,19114,1,4,4,353,2741902.07516898,281057.77507864,23
131184200,2024-11-12,70000,3,1,1098,1930,19140,1,4,4,201,2695566.31219764,258366.11672188,97
343172000,2024-11-13,289000,3,2,1120,1949,19151,1,4,2,98,2664753.38366614,243109.49959739,70
888560979,2024-11-06,165000,2,2,961,1960,19152,1,4,4,334,2723572.2453589,272896.55288404,50
502227000,2024-11-15,210000,3,1,1480,1950,19150,1,4,4,260,2689272.38843381,280958.61451580003,45
411098500,2024-11-15,235000,3,2,1280,1920,19135,1,4,3,321,2721231.29990956,260512.68231063,96
603048700,2024-11-15,320000,3,1,1440,1925,19139,1,4,4,85,2675023.49468756,236933.72192271,110
593065200,2024-11-15,610000,5,3,2896,1900,19144,1,4,3,238,2687947.96358922,267661.27464071,20
522030200,2024-11-06,232000,3,1,1330,1920,19131,1,4,2,118,2674041.68005015,247448.82293971,78
604014200,2024-11-08,42000,4,2,1120,1925,19139,1,4,3,84,2674019.28016056,238353.29290247,290
463020900,2024-10-31,145000,3,1,1020,1925,19143,1,4,4,81,2673290.85149932,235573.22661221,88
461011000,2024-11-15,460000,7,3,2400,1925,19139,1,4,4,86,2678978.52942839,236405.03334755,108
888037455,2024-11-05,245000,2,2,925,1900,19106,1,4,3,1,2699588.29890431,235919.84173264,44
291071000,2024-11-06,185000,2,2,892,1925,19121,1,2,2,138,2689843.09956273,244640.96536647,126
551002216,2024-11-18,86000,3,1,1068,1935,19149,1,4,4,316,2721205.6162339,264724.37533081,62
451230100,2024-11-22,295000,3,1,1234,1920,19134,1,4,3,379,2710577.91668881,248661.44387405,74
551241200,2024-11-18,275000,3,1,1246,1950,19149,1,4,4,315,2722953.16096714,267454.25241697,42
602083800,2024-11-21,175000,4,3,1650,1925,19139,1,4,3,85,2676184.99039607,236780.49847588,158
511096100,2024-11-13,199999,3,2,1120,1920,19143,1,3,2,72,2675337.11676373,233036.10110904,83
412111700,2024-11-07,189000,3,1,1204,1950,19136,1,4,4,330,2727794.71624464,267453.50044997,95
422428400,2024-11-20,70000,3,1,1050,1940,19140,1,5,4,287,2701913.72699623,260912.38918838,122
212332700,2024-11-19,311111,2,1,1190,1940,19128,1,4,4,215,2674771.25962773,268072.88208522,17
412183800,2024-11-22,185000,3,1,1078,1950,19136,1,4,4,330,2728923.75827789,267064.05109763,89
213245700,2024-11-22,350000,3,1,1242,1935,19128,1,3,3,211,2680304.44639598,264418.35100846,22
612025900,2024-11-22,212500,3,1,1380,1950,19120,1,4,4,275,2700969.04450239,267332.06171647,50
592133400,2024-11-05,135000,3,1,960,1915,19144,1,4,4,252,2689755.12992239,271483.69711396,102
888304554,2024-11-14,725000,2,2,1379,2015,19146,1,3,3,13,2688521.26756074,233370.97609547,47
172453900,2024-11-21,231000,3,2,1046,1925,19138,1,4,2,279,2694639.35046889,269658.45732613,87
888093344,2024-10-28,324300,1,1,950,1900,19123,1,4,3,367,2698402.84753506,238763.27042897,22
622269200,2024-11-18,80000,3,1,960,1920,19124,1,4,4,300,2717701.68524964,261444.32710089,120
211160900,2024-11-18,270000,2,2,910,1900,19128,1,4,4,214,2676147.90221564,263631.67377605,25
282314600,2024-11-20,49000,3,1,896,1915,19132,1,4,4,169,2687837.31059532,250371.64714655,124
222075000,2024-10-25,242000,3,1,1114,1968,19119,1,4,4,253,2687070.61921531,274442.78732438,23
302175400,2024-11-19,1000000,3,3,2044,1915,19146,1,2,2,13,2688295.58395697,232658.22259971,30
92276100,2024-11-19,2275000,6,3,5580,1925,19118,1,3,4,385,2678324.85225806,281069.44795555,0
151289100,2024-10-23,465000,4,2,1799,1915,19130,1,4,4,136,2688877.0608124,243318.07365529,105
453040700,2024-11-18,304000,3,2,1107,1920,19137,1,4,2,183,2718023.72200714,252738.56924997,109
532220300,2024-11-08,177100,3,1,1170,1950,19111,1,4,4,310,2716133.35702148,272859.45682964,26
611253500,2024-11-15,172000,3,1,1020,1928,19120,1,4,4,274,2703642.55195065,269934.63131447,106
452066200,2024-11-06,110000,3,1,1257,1910,19134,1,4,4,188,2708686.62585197,252723.1316168,112
81097500,2024-11-14,1400000,4,4,1800,1800,19146,1,3,2,12,2690534.7248199,233855.96659529,52
482208200,2024-11-13,265000,3,1,1020,1925,19145,1,4,2,37,2688407.77598982,227189.54652922,125
521321700,2024-11-12,85000,3,1,1088,1925,19131,1,4,4,119,2675525.01008873,246116.1310513,110
888092108,2024-11-08,550000,1,1,1275,1990,19102,1,3,3,4,2692508.6755964,235832.42360038,706
422470600,2024-10-29,95000,3,1,1350,1930,19120,1,4,4,286,2701660.00145382,262879.55159263,102
572155012,2024-11-11,330000,3,1,1280,1959,19114,1,4,4,348,2737856.53011048,276394.78637314,7
211342200,2024-10-29,445000,3,1,2520,1900,19128,1,3,3,210,2678322.35882473,262199.65367422,53
51217500,2024-11-12,555000,3,1,1348,1910,19147,1,4,4,10,2697540.10549414,232587.55968329,154
211244800,2024-10-09,385000,4,1,2175,1920,19127,1,4,4,209,2678735.87276147,260473.7932808,45
272134600,2024-11-06,875000,5,2,2640,1935,19104,1,4,3,87,2680171.43878798,235134.85708213,68
661192300,2024-10-11,288000,3,1,1260,1960,19114,1,4,4,353,2740388.8849539,281129.94356947,18
332166300,2024-10-28,225000,3,2,1152,1925,19124,1,4,4,191,2708338.19413415,256813.95775272,55
172315700,2024-11-15,110000,3,1,1140,1915,19138,1,4,4,277,2695330.71654023,272069.18610047,83
541271300,2024-11-18,160000,3,1,1088,1950,19149,1,4,4,312,2718102.7562979,267008.64897746,79
441207900,2024-11-21,140000,4,1,1350,1925,19139,1,4,2,93,2675309.5679343,238855.05042914,154
412423400,2024-11-15,180000,3,2,1280,1910,19135,1,4,4,326,2727624.27071939,264590.12330271,57
542438800,2024-11-18,195000,3,1,1088,1950,19149,1,4,4,314,2720968.26992381,270858.28366663,40
611214100,2024-11-28,320000,4,3,1248,1935,19126,1,4,3,268,2699185.84596907,276382.00982389,53
181397400,2024-11-06,467000,3,2,1641,1925,19125,1,3,3,158,2703803.69270448,244170.64281631,64
591016800,2024-11-19,63000,3,1,1679,1905,19138,1,7,4,249,2693197.28740814,271549.71174571,85
302107500,2024-11-15,450000,2,1,840,1920,19146,1,3,3,13,2688258.79302005,232408.39304689,32
611180700,2024-11-21,625000,8,3,4978,1925,19126,1,4,4,269,2700537.64247806,273350.10348614,16
542171000,2024-11-15,120000,3,1,1194,1950,19149,1,4,4,314,2718403.49224497,270429.37277904,111
611210600,2024-10-29,305000,3,3,1504,1940,19126,1,4,3,268,2699054.96270065,275428.1373878,62
314066900,2024-11-13,405000,3,2,1176,1875,19125,1,3,3,160,2705053.61015214,246367.20568039,57
392292400,2024-11-18,200000,3,1,1290,1915,19148,1,4,4,41,2695954.35735331,223768.91688755,73
491401500,2024-11-12,210000,4,1,2000,1935,19141,1,3,4,283,2698931.70835398,263873.84094264,82
212104500,2024-11-04,629000,4,1,2590,1900,19128,1,4,3,213,2677732.7720774,264579.86840196,18
211323700,2024-10-25,470000,4,2,1510,1900,19128,1,4,4,214,2676614.91506115,264031.25893489,28
92220450,2024-11-15,626000,3,3,1650,1980,19118,1,4,4,385,2678797.68431765,280464.1036938,2
394574700,2024-11-07,440000,4,1,1929,1925,19148,1,4,3,29,2692479.68155989,226687.28112955,61
663380700,2024-07-17,30000,3,1,1360,1955,19154,1,4,4,363,2747182.7886889,290211.58813579,9
592164400,2024-11-18,297000,4,2,1557,1910,19144,1,3,3,252,2687742.44726798,270106.39442238,46
888581588,2024-11-19,70000,1,1,712,1960,19116,1,4,4,358,2730559.26386514,301244.66022971,12
55155510,2024-11-19,625000,2,2,1728,1920,19123,1,4,4,367,2700274.66761032,239554.83938389,144
101007300,2024-11-14,340000,4,3,1750,1935,19126,1,4,2,268,2699000.68656248,276697.19062397,58
57159500,2024-10-29,1002000,6,3,6780,1920,19123,1,4,4,142,2698135.66729514,242567.00265089,105
888651017,2024-10-29,85000,1,1,700,1960,19136,1,4,4,329,2731541.93283156,268501.86547922,32
351000500,2024-11-03,240000,3,2,1230,1947,19124,1,4,4,291,2707921.84818207,264613.14884722,39
56171515,2024-10-18,725000,3,3,2094,2016,19123,1,3,3,367,2699073.08733632,240718.43252914,57
394228200,2024-11-08,330000,3,1,1140,1925,19148,1,4,3,40,2693039.86252615,224610.75444272,68
261289900,2024-11-05,309850,3,1,1080,1920,19145,1,3,3,39,2690968.1727719,225290.43287338,63
888300552,2024-11-18,290000,1,1,420,2006,19146,1,4,3,13,2687803.36906214,232927.18203555,14
581052800,2024-11-01,342000,3,1,1792,1967,19115,1,4,4,355,2729029.23805381,287004.79041556,10
422056200,2024-11-20,60000,3,1,966,1930,19140,1,4,4,288,2702890.75653823,261453.74834189,135
232034000,2024-11-23,20000,3,1,980,1940,19124,1,4,4,294,2714952.46240164,257347.56987447,79
12180600,2024-11-08,450000,2,2,2400,1925,19148,1,4,4,28,2695437.34920098,226545.4438148,70
181132915,2024-11-20,1100000,4,4,2652,2024,19125,1,1,1,158,2702328.23207273,244491.32458963,59
541011500,2024-11-21,150000,3,2,1126,1950,19149,1,4,4,312,2715823.41341564,266825.33471155,87
621424900,2024-11-20,190000,3,1,1174,1928,19149,1,4,4,318,2716632.50956647,264711.99280964,75
172018100,2024-11-19,151000,3,2,1546,1915,19141,1,4,4,277,2697865.97065607,271490.03437163,66
463248000,2024-11-19,139000,3,1,1120,1925,19143,1,4,4,81,2672809.70941699,234550.16107304,97
631146600,2024-11-15,439900,3,2,1500,1957,19111,1,4,2,339,2715125.61166164,278363.40120231,9
102422600,2024-11-15,265000,3,2,1224,1921,19150,1,4,2,264,2692655.16250815,277411.38079663,55
662328200,2024-11-14,355000,3,2,1440,1971,19154,1,4,4,362,2745261.41556315,282633.96976088,21
401315400,2024-11-18,97500,3,1,1050,1920,19142,1,4,4,66,2674294.52042373,226737.33647563,114
421041900,2024-11-18,175000,3,2,1178,1940,19120,1,4,4,289,2706423.93188657,261121.29100154,160
888093418,2024-11-19,369000,1,1,1031,1900,19123,1,4,3,367,2698402.84753506,238763.27042897,22
651005600,2024-11-15,209000,3,1,840,1955,19135,1,4,3,326,2728218.78593457,264476.25542022,66
292197510,2024-11-08,225000,3,1,1140,1925,19121,1,3,2,137,2687018.82109056,244426.74335396,185
888051148,2024-11-13,645000,2,2,1173,1980,19106,1,3,4,10,2697150.9419024,233931.36605079,58
406263000,2024-11-19,120000,3,1,1050,1925,19142,1,4,4,62,2673925.01689765,222419.2985238,154
261265400,2024-11-12,357500,3,1,1226,1920,19145,1,4,3,39,2690784.95594673,221921.64433539,48
661055800,2024-09-12,348000,3,1,1560,1967,19114,1,4,4,353,2740070.24156231,283292.6137848,18
888059402,2024-10-18,375000,1,1,982,1900,19106,1,4,3,1,2699064.60441364,235958.43155046,86
101355000,2024-11-14,205000,3,1,1092,1946,19138,1,4,2,266,2696218.69507922,277570.19281496,87
112024000,2024-10-28,130000,3,1,1332,1925,19140,1,4,4,202,2693077.92970723,255042.93832888,39
301221300,2024-10-30,430000,2,1,896,1925,19146,1,4,3,19,2689997.51231165,231758.03804839,61
582038300,2024-11-04,470000,4,2,1696,1961,19116,1,4,4,360,2732736.05806798,291970.78671713,8
888103314,2024-10-30,395000,1,1,809,1900,19103,1,4,3,8,2690941.96613139,234535.29299255,92
314180300,2024-11-04,135000,2,1,672,1875,19125,1,4,4,161,2703665.20610482,249499.0101123,194
481197100,2024-11-15,298300,4,1,1274,1920,19145,1,4,4,39,2691205.5459848,226609.67564172,77
262353000,2024-11-07,525000,3,1,1718,1960,19145,1,4,4,373,2689654.02874665,220292.56261981,15
562215900,2024-10-21,315000,3,2,1236,1957,19152,1,4,4,337,2723021.51975431,280591.82587931,20
364328500,2024-11-21,170000,3,1,1024,1925,19146,1,4,4,33,2686172.02554007,229763.49348105,120
531015400,2024-11-21,180000,3,1,1172,1925,19111,1,4,4,311,2715983.91342273,267784.64119188,67
11345000,2024-10-28,703000,5,3,2403,1915,19147,1,4,2,27,2696300.06040207,228636.56397638,58
234130600,2024-11-18,244000,5,2,2061,1940,19124,1,4,4,301,2714532.79427773,261748.50070514,96
663236300,2024-11-21,302000,3,1,1361,1974,19154,1,4,4,363,2743620.36602373,290796.11419772,16
391024000,2024-11-20,100000,3,1,840,1905,19148,1,4,4,42,2698070.87214914,225616.7921288,71
73261700,2024-11-19,50000,3,1,1200,1935,19134,1,4,4,195,2703544.97734265,254304.85811213,185
888091346,2024-11-13,350000,2,1,891,1970,19130,1,3,4,125,2691010.67695197,239862.18030463,142
314193200,2024-10-24,187000,3,1,1288,1875,19125,1,5,5,161,2703878.17713556,249298.47967346,114
622004900,2024-11-15,154900,2,1,804,1940,19124,1,4,3,300,2717383.23575531,260775.73362181,63
202056950,2024-11-19,405000,3,1,1216,2008,19122,1,4,3,145,2697605.7930268,244747.60918204,88
123070500,2024-10-16,325000,3,3,1870,1900,19144,1,4,2,242,2691511.12116106,263350.69074221,89
292059910,2024-11-04,290000,3,1,960,2024,19121,1,1,1,137,2688681.82826322,245118.45752172,106
211152000,2024-11-18,290000,4,1,1260,1925,19127,1,4,4,214,2675648.51968423,262942.07148072,78
221223900,2024-11-13,165000,3,1,1080,1925,19119,1,4,4,253,2687290.03216231,272349.14879513,62
351085600,2024-11-06,180000,2,1,1024,1927,19120,1,4,4,291,2709659.66852531,267767.53098989,40
442038300,2024-11-15,77000,3,1,1180,1925,19139,1,4,4,103,2676305.56167723,241138.76567796,159
91033200,2024-11-14,675000,4,2,2040,1953,19119,1,4,3,256,2686158.30312656,278168.26642196,15
651048400,2024-11-04,203000,3,1,1116,1950,19136,1,4,4,330,2729172.26827957,267343.58892438,106
402285900,2024-11-12,220000,3,2,1136,1925,19142,1,2,2,67,2677480.90742365,225111.27936029,99
181219310,2024-11-12,565000,2,2,1629,1920,19125,1,2,2,158,2703269.80072765,245133.67140205,49
441196300,2024-11-15,145000,3,1,1184,1925,19139,1,4,4,93,2675550.00118048,239524.91063796,176
261051400,2024-11-08,360000,4,1,1560,1920,19145,1,4,3,39,2691350.69923781,223600.36669971,61
301208700,2024-10-25,540000,3,2,1456,1925,19146,1,3,3,19,2692610.59238732,231416.69358672,76
341224400,2024-11-04,75000,3,1,1120,1925,19139,1,4,4,96,2670730.11022973,240063.76225054,139
511236200,2024-11-01,118000,2,1,852,1925,19143,1,4,4,71,2676775.99741614,231822.69146238,85
311194305,2024-11-20,487500,3,3,2400,2018,19125,1,1,1,160,2703284.32235214,246784.97092097,93
551030400,2024-11-18,215000,2,1,896,1945,19149,1,4,4,316,2721193.15792547,265887.9143423,38
262104100,2024-11-22,280000,3,1,1200,1920,19145,1,4,4,38,2689781.48190381,223283.86208338,72
571257800,2024-11-13,303000,3,2,960,1968,19152,1,4,4,347,2728835.07079123,278250.66356689,27
351133800,2024-11-22,50000,3,1,1022,1940,19124,1,4,4,390,2712716.54200473,265487.14611496,149
391307400,2024-11-20,87000,3,1,863,1920,19148,1,4,4,42,2697380.54807048,224842.3645438,46
323265300,2024-11-25,30000,3,1,964,1915,19121,1,4,2,151,2687833.38999948,249212.9476923,147
581029900,2024-11-21,375000,3,1,1620,1965,19115,1,4,4,355,2729982.92315431,284606.45236446,11
291336200,2024-10-07,255000,3,3,1560,1925,19121,1,3,2,138,2689647.34700148,245673.28810497,96
292303900,2024-05-17,239900,3,1,926,1925,19121,1,3,3,137,2687342.46348789,245607.51625489,92
